Species_ID,NCBI RefSeq,Superkingdom
2382161,NZ_CP032760.1, Bacteria 
239935,NZ_AP021898.1, Bacteria 
240426,NC_022563.1, Viruses 
240427,NZ_CP014912.1, Bacteria 
240495,NC_015312.1, Bacteria 
241244,NZ_CP014806.1, Bacteria 
241425,NC_019753.1, Bacteria 
2419771,NZ_CP032624.1, Bacteria 
2419772,NZ_CP032626.1, Bacteria 
2419774,NZ_CP032630.1, Bacteria 
2421,NC_011653.1, Bacteria 
2424,NC_009718.1, Bacteria 
242527,NC_005262.3, Viruses 
242600,NZ_AP014564.1, Bacteria 
242606,NZ_CP017480.1, Bacteria 
242703,NC_014374.1, Archaea 
244589,NC_001338.1, Viruses 
244596,NZ_CM002917.1, Bacteria 
244787,NC_012115.1, Bacteria 
245188,NZ_CP021431.1, Bacteria 
245685,NC_009540.1, Viruses 
248039,NZ_CP097562.1, Bacteria 
2483033,NZ_CP033219.1, Bacteria 
2483799,NZ_CP033325.1, Bacteria 
2487072,NZ_CP034161.1, Bacteria 
2487118,NZ_AP019309.1, Bacteria 
2490858,NZ_CP034118.1, Bacteria 
2493639,NZ_AP019368.1, Bacteria 
249402,NC_018605.1, Bacteria 
2494234,NZ_AP018786.1, Bacteria 
2494373,NZ_CP034562.1, Bacteria 
2494374,NZ_CP034328.1, Bacteria 
2494552,NC_055507.1, Viruses 
2495645,NZ_CP029033.1, Bacteria 
2496265,NZ_CP034465.1, Bacteria 
2496266,NZ_CP034433.1, Bacteria 
2498113,NZ_CP034752.1, Bacteria 
2498135,NZ_CP036455.1, Bacteria 
2498451,NZ_CP034683.1, Bacteria 
2499157,NZ_CP054056.1, Bacteria 
2499618,NC_035127.1, Viruses 
2499620,NC_002532.2, Viruses 
2499621,NC_026439.1, Viruses 
2499622,NC_003092.2, Viruses 
2499677,NC_026811.2, Viruses 
2499678,NC_001639.1, Viruses 
2499685,NC_001961.1, Viruses 
2499932,NC_033553.1, Viruses 
2500533,NZ_CP039964.1, Bacteria 
2500547,NZ_CP034930.1, Bacteria 
2501933,NC_055112.1, Viruses 
2501934,NC_033055.1, Viruses 
2501935,NC_043484.1, Viruses 
2501936,NC_033027.1, Viruses 
2501937,NC_032849.1, Viruses 
2501942,NC_031088.1, Viruses 
2501943,NC_032929.1, Viruses 
2501944,NC_032944.1, Viruses 
2501945,NC_031270.1, Viruses 
2501946,NC_033436.1, Viruses 
2501947,NC_026509.1, Viruses 
2501958,NC_032558.1, Viruses 
2501965,NC_029992.1, Viruses 
2501969,NC_034455.1, Viruses 
2502000,NC_025112.1, Viruses 
2502779,NZ_CP037755.1, Bacteria 
2505977,NZ_CP035119.1, Archaea 
2506420,NZ_CP037940.1, Bacteria 
2507160,NZ_CP035281.1, Bacteria 
2507161,NZ_CP035282.1, Bacteria 
2507162,NZ_CP035283.1, Bacteria 
2507290,NC_032496.1, Viruses 
2507503,NC_033298.1, Viruses 
2507538,NZ_CP035544.1, Bacteria 
2508226,NC_040361.1, Viruses 
2508233,NC_032492.1, Viruses 
2508237,NC_032490.1, Viruses 
2508251,NC_033700.1, Viruses 
2508252,NC_043490.1, Viruses 
2508255,NC_033289.1, Viruses 
2508259,NC_033761.1, Viruses 
2509286,NC_043500.1, Viruses 
2509380,NC_032544.1, Viruses 
2509382,NC_043485.1, Viruses 
2509383,NC_033450.1, Viruses 
2509395,NC_055538.1, Viruses 
2509675,NZ_CP035758.1, Bacteria 
2511995,NZ_CP035704.1, Bacteria 
2516557,NZ_CP029346.1, Bacteria 
251749,NC_021312.1, Viruses 
2518645,NZ_CP036150.1, Bacteria 
2518971,NZ_CP039396.1, Bacteria 
2518989,NZ_CP036423.1, Bacteria 
2518994,NZ_CP036501.1, Bacteria 
252130,NZ_CP091507.1, Bacteria 
252307,NC_013222.1, Bacteria 
252514,NZ_CP014864.1, Bacteria 
2527968,NZ_CP036298.1, Bacteria 
2527972,NZ_CP036278.1, Bacteria 
2527973,NZ_CP036269.1, Bacteria 
2527974,NZ_CP036426.1, Bacteria 
2527979,NZ_CP037423.1, Bacteria 
2527982,NZ_CP036280.1, Bacteria 
2527983,NZ_CP036271.1, Bacteria 
2527984,NZ_CP036289.1, Bacteria 
2527989,NZ_CP036265.1, Bacteria 
2527994,NZ_CP036267.1, Bacteria 
2527995,NZ_CP036276.1, Bacteria 
2527996,NZ_CP036319.1, Bacteria 
2528007,NZ_CP036281.1, Bacteria 
2528009,NZ_CP036291.1, Bacteria 
2528010,NZ_CP036433.1, Bacteria 
2528020,NZ_CP036425.1, Bacteria 
2528021,NZ_CP036274.1, Bacteria 
2528022,NZ_CP036349.1, Bacteria 
2528023,NZ_CP036273.1, Bacteria 
2528024,NZ_CP036339.1, Bacteria 
2528026,NZ_CP036275.1, Bacteria 
2528027,NZ_CP036316.1, Bacteria 
2528037,NZ_CP038018.1, Bacteria 
2528593,NZ_CP085524.1, Bacteria 
2528642,NZ_CP036515.1, Bacteria 
2528964,NZ_CP063362.1, Bacteria 
2529032,NZ_CP040813.1, Bacteria 
252966,NC_015520.1, Bacteria 
252967,NZ_CP035807.1, Bacteria 
253239,NC_014828.1, Bacteria 
253245,NC_016599.1, Bacteria 
254247,NZ_LR699119.1, Bacteria 
2546356,NC_011729.1, Bacteria 
2546360,NC_010546.1, Bacteria 
2546366,NC_011726.1, Bacteria 
254758,NZ_CP126113.1, Bacteria 
2558174,NZ_AP025225.1, Bacteria 
2558360,NZ_CP038143.1, Bacteria 
2558361,NZ_CP038231.1, Bacteria 
2558931,NZ_CP076718.1, Bacteria 
2560057,NZ_CP038255.1, Bacteria 
2560261,NC_041997.1, Viruses 
2560265,NC_019541.1, Viruses 
2560266,NC_023590.1, Viruses 
2560269,NC_041884.1, Viruses 
2560283,NC_019527.1, Viruses 
2560286,NC_042013.1, Viruses 
2560287,NC_055161.1, Viruses 
2560293,NC_006553.1, Viruses 
2560297,NC_041912.1, Viruses 
2560300,NC_031252.1, Viruses 
2560303,NC_041876.1, Viruses 
2560304,NC_041875.1, Viruses 
2560308,NC_024489.1, Viruses 
2560332,NC_027366.1, Viruses 
2560333,NC_041879.1, Viruses 
2560334,NC_027374.1, Viruses 
2560335,NC_042133.1, Viruses 
2560336,NC_031245.1, Viruses 
2560337,NC_030925.1, Viruses 
2560343,NC_033081.1, Viruses 
2560351,NC_028476.1, Viruses 
2560358,NC_015253.1, Viruses 
2560359,NC_018283.1, Viruses 
2560360,NC_005091.2, Viruses 
2560387,NC_013698.1, Viruses 
2560388,NC_023549.1, Viruses 
2560392,NC_009799.3, Viruses 
2560393,NC_042085.1, Viruses 
2560395,NC_009816.1, Viruses 
2560396,NC_042139.2, Viruses 
2560398,NC_042354.1, Viruses 
2560400,NC_019401.1, Viruses 
2560405,NC_055165.1, Viruses 
2560406,NC_013697.1, Viruses 
2560407,NC_041921.1, Viruses 
2560409,NC_026611.1, Viruses 
2560414,NC_042122.1, Viruses 
2560419,NC_009904.1, Viruses 
2560421,NC_023551.1, Viruses 
2560422,NC_029009.1, Viruses 
2560434,NC_023610.1, Viruses 
2560435,NC_042018.1, Viruses 
2560436,NC_025447.1, Viruses 
2560440,NC_025830.1, Viruses 
2560453,NC_042043.1, Viruses 
2560472,NC_021867.1, Viruses 
2560473,NC_027125.1, Viruses 
2560476,NC_031904.1, Viruses 
2560479,NC_027563.1, Viruses 
2560482,NC_042083.1, Viruses 
2560484,NC_031074.1, Viruses 
2560485,NC_031247.1, Viruses 
2560486,NC_042105.1, Viruses 
2560487,NC_030930.1, Viruses 
2560489,NC_030942.1, Viruses 
2560492,NC_031122.1, Viruses 
2560493,NC_031936.1, Viruses 
2560494,NC_028668.1, Viruses 
2560495,NC_030906.1, Viruses 
2560497,NC_015720.1, Viruses 
2560498,NC_016166.1, Viruses 
2560499,NC_031028.1, Viruses 
2560500,NC_030932.1, Viruses 
2560501,NC_042088.1, Viruses 
2560502,NC_031099.1, Viruses 
2560503,NC_031109.1, Viruses 
2560506,NC_031004.1, Viruses 
2560507,NC_031061.1, Viruses 
2560508,NC_030915.1, Viruses 
2560509,NC_042132.1, Viruses 
2560512,NC_031239.1, Viruses 
2560514,NC_031230.1, Viruses 
2560530,NC_011142.1, Viruses 
2560534,NC_009757.1, Viruses 
2560535,NC_009758.1, Viruses 
2560539,NC_041899.1, Viruses 
2560540,NC_020204.1, Viruses 
2560545,NC_019526.1, Viruses 
2560548,NC_024149.1, Viruses 
2560552,NC_055204.1, Viruses 
2560578,NC_026315.1, Viruses 
2560588,NC_042099.1, Viruses 
2560589,NC_042109.1, Viruses 
2560590,NC_042117.1, Viruses 
2560591,NC_042110.1, Viruses 
2560592,NC_023859.1, Viruses 
2560595,NC_009603.1, Viruses 
2560596,NC_042119.1, Viruses 
2560597,NC_035675.1, Viruses 
2560598,NC_016964.1, Viruses 
2560608,NC_041888.1, Viruses 
2560611,NC_003085.1, Viruses 
2560612,NC_043516.1, Viruses 
2560615,NC_024031.1, Viruses 
2560618,NC_028841.1, Viruses 
2560619,NC_028930.1, Viruses 
2560620,NC_029306.1, Viruses 
2560623,NC_042120.1, Viruses 
2560625,NC_041868.1, Viruses 
2560629,NC_044940.1, Viruses 
2560631,NC_018837.1, Viruses 
2560633,NC_029081.1, Viruses 
2560644,NC_055108.1, Viruses 
2560651,NC_042090.1, Viruses 
2560652,NC_041913.1, Viruses 
2560656,NC_006548.1, Viruses 
2560657,NC_016764.1, Viruses 
2560658,NC_042103.1, Viruses 
2560666,NC_030934.1, Viruses 
2560671,NC_041994.1, Viruses 
2560676,NC_041880.1, Viruses 
2560679,NC_042104.1, Viruses 
2560680,NC_023601.2, Viruses 
2560683,NC_041877.1, Viruses 
2560684,NC_018850.2, Viruses 
2560686,NC_041885.1, Viruses 
2560688,NC_042091.1, Viruses 
2560689,NC_041881.1, Viruses 
2560691,NC_042092.1, Viruses 
2560692,NC_017971.2, Viruses 
2560695,NC_055156.1, Viruses 
2560699,NC_043544.1, Viruses 
2560700,NC_041911.1, Viruses 
2560702,NC_043512.1, Viruses 
2560703,NC_023566.1, Viruses 
2560704,NC_055143.1, Viruses 
2560705,NC_042040.1, Viruses 
2560706,NC_041887.1, Viruses 
2560720,NC_042349.1, Viruses 
2560726,NC_021774.1, Viruses 
2560728,NC_016071.1, Viruses 
2560731,NC_028699.1, Viruses 
2560736,NC_055137.1, Viruses 
2560745,NC_055144.1, Viruses 
2560751,NC_041917.1, Viruses 
2560752,NC_041996.1, Viruses 
2560753,NC_055169.1, Viruses 
2560762,NC_021331.1, Viruses 
2560778,NC_041927.1, Viruses 
2560782,NC_042082.1, Viruses 
2560784,NC_041889.1, Viruses 
2560785,NC_042106.1, Viruses 
2560786,NC_029098.1, Viruses 
2560792,NC_042042.1, Viruses 
2560802,NC_019930.1, Viruses 
2560804,NC_045425.1, Viruses 
2560818,NC_026138.1, Viruses 
2560822,NC_055159.1, Viruses 
2560831,NC_042100.1, Viruses 
2560834,NC_041916.1, Viruses 
2560835,NC_019529.1, Viruses 
2560836,NC_028895.1, Viruses 
2560838,NC_038974.1, Viruses 
2560842,NC_012742.1, Viruses 
2560843,NC_043028.1, Viruses 
2560846,NC_033705.1, Viruses 
2560847,NC_042345.1, Viruses 
2560848,NC_042344.1, Viruses 
2562285,NZ_CP052909.1, Bacteria 
2565781,NZ_CP040089.1, Archaea 
256618,NC_009719.1, Bacteria 
2567881,NZ_CP039424.1, Bacteria 
2567896,NZ_CP079217.1, Bacteria 
2567941,NZ_CP046266.1, Bacteria 
256821,NZ_CP028426.1, Bacteria 
2569541,NZ_CP050698.1, Bacteria 
2570561,NZ_CP039451.1, Bacteria 
2570586,NZ_CP104164.1, Bacteria 
2576307,NZ_CP040093.1, Bacteria 
2576756,NZ_CP060286.1, Bacteria 
2576891,NZ_CP023344.1, Bacteria 
257708,NZ_CP015583.1, Bacteria 
2579935,NZ_CP040428.1, Bacteria 
2579971,NZ_CP040818.1, Bacteria 
2582419,NZ_AP019697.1, Bacteria 
2582913,NZ_CP040517.1, Bacteria 
2583377,NZ_CP041217.1, Bacteria 
2583452,NZ_AP019711.1, Bacteria 
2583587,NZ_CP040710.1, Bacteria 
2583823,NZ_CP040751.1, Bacteria 
2584122,NZ_CP040749.1, Bacteria 
2586965,NZ_AP019769.1, Archaea 
2587163,NZ_CP040932.1, Bacteria 
2587410,NC_016457.1, Eukaryota 
2587808,NZ_CP052757.1, Bacteria 
2587842,NZ_CP045420.1, Bacteria 
2588299,NZ_CP045318.1, Bacteria 
2588534,NZ_CP040946.1, Bacteria 
2588711,NZ_CP065915.1, Bacteria 
2590900,NZ_CP041345.1, Bacteria 
2591109,NZ_CP041352.1, Bacteria 
2592345,NZ_CP041643.1, Bacteria 
2592382,NZ_CP041372.2, Bacteria 
2593652,NZ_CP049742.1, Bacteria 
2593653,NZ_CP058214.1, Bacteria 
2594003,NZ_CP041636.1, Bacteria 
2594042,NZ_CP042905.1, Archaea 
2594795,NZ_CP041730.1, Bacteria 
2594883,NZ_CP041666.1, Bacteria 
2596890,NZ_AP019860.1, Bacteria 
2596912,NZ_CP043653.1, Bacteria 
2596916,NZ_CP043650.1, Bacteria 
2597660,NZ_CP041765.1, Bacteria 
2598579,NZ_CP042425.1, Bacteria 
2598861,NZ_CP042163.1, Bacteria 
259901,NC_005356.1, Viruses 
2599293,NZ_CP042305.1, Bacteria 
2599296,NZ_CP042261.1, Bacteria 
2599308,NZ_CP042243.1, Bacteria 
2600177,NZ_CP042467.1, Bacteria 
260149,NC_015251.1, Viruses 
2601575,NZ_CP043315.1, Bacteria 
2601646,NZ_CP043312.1, Bacteria 
2601668,NZ_CP043314.1, Bacteria 
2601677,NZ_CP042829.1, Bacteria 
2601894,NZ_CP036422.1, Bacteria 
2601898,NZ_CP040128.1, Bacteria 
2602016,NZ_CP042582.1, Bacteria 
2603206,NZ_CP042828.1, Bacteria 
260373,NC_005342.2, Viruses 
2605946,NZ_CP027665.1, Bacteria 
2606626,NZ_CP045696.1, Bacteria 
2607662,NZ_CP022242.1, Archaea 
2610895,NZ_CP044227.1, Bacteria 
2613965,NZ_CP045201.1, Bacteria 
2614693,NZ_CP044222.1, Bacteria 
261726,NC_009016.1, Viruses 
261964,NC_013166.1, Bacteria 
264636,NZ_LR215050.1, Bacteria 
264729,NC_005882.1, Viruses 
2651284,NZ_CP044545.1, Bacteria 
2652177,NZ_CP047165.1, Bacteria 
2652803,NZ_LR794158.1, Bacteria 
265294,NC_005832.1, Viruses 
2653507,NC_054897.1, Viruses 
2654547,NZ_CP045920.1, Bacteria 
265606,NC_005027.1, Bacteria 
265877,NC_038420.1, Viruses 
265883,NZ_CP035033.1, Bacteria 
266,NC_008686.1, Bacteria 
266009,NC_012969.1, Bacteria 
2661630,NZ_CP046056.1, Bacteria 
2662261,NZ_CP045725.1, Bacteria 
2662283,NC_053014.1, Viruses 
2663022,NZ_CP045915.1, Bacteria 
2665156,NZ_CP045921.1, Bacteria 
2665642,NZ_CP045929.1, Bacteria 
2666138,NZ_CP046051.1, Bacteria 
266809,NZ_CP107618.1, Bacteria 
266951,NZ_CP024920.1, Bacteria 
2674991,NZ_CP033433.1, Bacteria 
2674997,NZ_CP111085.1, Bacteria 
2675053,NZ_AP021888.1, Bacteria 
2675054,NZ_AP021889.1, Bacteria 
2675298,NZ_AP021881.1, Bacteria 
2675331,NZ_CP046242.1, Bacteria 
2675754,NZ_CP046175.1, Bacteria 
2676868,NZ_CP046566.1, Bacteria 
2681470,NZ_LR777654.1, Bacteria 
2681766,NZ_CP046401.1, Bacteria 
2682456,NZ_AP022321.1, Bacteria 
2682776,NZ_CP072829.1, Bacteria 
2682810,NZ_CP046640.1, Bacteria 
2683272,NZ_CP048878.1, Bacteria 
2683284,NZ_CP046620.1, Bacteria 
2683590,NZ_CP046619.1, Bacteria 
2684113,NZ_CP076039.1, Bacteria 
2686077,NZ_CP053348.1, Bacteria 
2686094,NZ_CP047045.1, Bacteria 
2686365,NZ_CP047029.1, Bacteria 
268748,NC_006882.2, Viruses 
2690837,NZ_CP063310.1, Bacteria 
269145,NC_005892.1, Viruses 
2692125,NZ_CP060506.1, Bacteria 
2692330,NZ_CP047289.1, Bacteria 
2692425,NZ_CP047393.1, Bacteria 
269261,NC_014935.1, Bacteria 
2696063,NZ_CP048000.1, Bacteria 
2696356,NC_048848.1, Viruses 
269673,NZ_CP082837.1, Bacteria 
2697032,NZ_CP047650.1, Bacteria 
2697033,NZ_CP092734.1, Bacteria 
2697043,NZ_CP047593.1, Bacteria 
2697363,NZ_CP110774.1, Bacteria 
2698458,NZ_CP047897.1, Bacteria 
2698684,NZ_CP048030.1, Bacteria 
2699430,NZ_CP048029.1, Bacteria 
2704465,NZ_CP048222.1, Bacteria 
2704468,NZ_CP048289.1, Bacteria 
2706014,NZ_AP022826.1, Bacteria 
2706523,NC_055584.1, Viruses 
270673,NC_005884.1, Viruses 
2706887,NZ_CP048409.1, Bacteria 
2707525,NZ_CP066776.1, Bacteria 
2708082,NZ_CP059901.1, Bacteria 
2708110,NZ_CP061703.1, Bacteria 
2708301,NZ_CP048711.1, Bacteria 
270918,NZ_CP084316.1, Bacteria 
2709410,NZ_CP048829.1, Bacteria 
271065,NC_016112.1, Bacteria 
2710758,NZ_CP062983.1, Bacteria 
2711215,NZ_CP049109.1, Bacteria 
2711231,NZ_CP049143.1, Bacteria 
2712222,NZ_CP049258.1, Bacteria 
2712698,NZ_CP019044.1, Bacteria 
2714353,NZ_AP023415.1, Bacteria 
2714358,NZ_AP023420.1, Bacteria 
2714927,NZ_CP049858.1, Bacteria 
2714937,NZ_CP049865.1, Bacteria 
2714941,NZ_CP049935.1, Bacteria 
2714952,NZ_CP049919.1, Bacteria 
2715131,NZ_CP028923.1, Bacteria 
2715678,NZ_AP022853.1, Bacteria 
2715679,NZ_AP022873.1, Bacteria 
2715735,NZ_CP047901.1, Bacteria 
2716227,NZ_CP051155.1, Bacteria 
2716812,NC_015656.1, Bacteria 
2718,NZ_LR134365.1, Bacteria 
2719989,NZ_CP118181.1, Bacteria 
272131,NC_010628.1, Bacteria 
2721545,NZ_AP023086.1, Bacteria 
2722751,NZ_CP050804.1, Bacteria 
2724,NC_012982.1, Bacteria 
2725558,NZ_CP051217.1, Bacteria 
2726954,NZ_CP051754.1, Bacteria 
2728021,NZ_CP051684.1, Bacteria 
2728827,NZ_AP023360.1, Bacteria 
2728835,NZ_CP051774.1, Bacteria 
27289,NC_016479.1, Eukaryota 
2729421,NZ_CP046956.1, Bacteria 
2731208,NC_048185.1, Viruses 
2731377,NZ_CP058559.1, Bacteria 
2731755,NZ_CP060084.1, Bacteria 
2732067,NZ_CP053069.1, Bacteria 
2732163,NZ_CP053084.1, Bacteria 
2732591,NC_047813.1, Viruses 
2732655,NC_055523.1, Viruses 
2732707,NC_003298.1, Viruses 
2732762,NC_047961.1, Viruses 
2732775,NC_028655.1, Viruses 
2732786,NC_008694.1, Viruses 
2733315,NC_025457.1, Viruses 
2733321,NC_023570.1, Viruses 
2733322,NC_047746.1, Viruses 
2733323,NC_025822.1, Viruses 
2733327,NC_047821.1, Viruses 
2733328,NC_047903.1, Viruses 
2733333,NC_047894.1, Viruses 
2733334,NC_030923.1, Viruses 
2733335,NC_031068.2, Viruses 
2733346,NC_047759.1, Viruses 
2733347,NC_047933.1, Viruses 
2733363,NC_013638.1, Viruses 
2733365,NC_019528.1, Viruses 
2733367,NC_028850.1, Viruses 
2733369,NC_047865.1, Viruses 
2733371,NC_020078.1, Viruses 
2733372,NC_047941.1, Viruses 
2733373,NC_047951.1, Viruses 
2733375,NC_019911.2, Viruses 
2733377,NC_047778.1, Viruses 
2733575,NC_027390.1, Viruses 
2733578,NC_019542.1, Viruses 
2733580,NC_025450.1, Viruses 
2733589,NC_047743.1, Viruses 
2733591,NC_011201.1, Viruses 
2733593,NC_022916.1, Viruses 
2733595,NC_029007.1, Viruses 
2733596,NC_047804.1, Viruses 
2733597,NC_048174.1, Viruses 
2733608,NC_027980.1, Viruses 
2733609,NC_027342.1, Viruses 
2733611,NC_023548.1, Viruses 
2733614,NC_007149.1, Viruses 
2733615,NC_028772.1, Viruses 
2733616,NC_019510.1, Viruses 
2733617,NC_048002.1, Viruses 
2733625,NC_047934.1, Viruses 
2733629,NC_047963.1, Viruses 
2733640,NC_007456.1, Viruses 
2733648,NC_011085.3, Viruses 
2733651,NC_047964.1, Viruses 
2733653,NC_047797.2, Viruses 
2733655,NC_023005.1, Viruses 
2733657,NC_015264.1, Viruses 
2733662,NC_047981.1, Viruses 
273376,NC_015436.1, Bacteria 
273384,NZ_CP025333.1, Bacteria 
2733884,NC_004777.1, Viruses 
2733886,NC_015208.1, Viruses 
2733887,NC_047886.1, Viruses 
2733888,NC_029031.1, Viruses 
2733890,NC_047845.1, Viruses 
2733892,NC_047800.1, Viruses 
2733894,NC_020872.1, Viruses 
2733895,NC_025445.1, Viruses 
2733897,NC_016658.1, Viruses 
2733899,NC_047868.1, Viruses 
2733902,NC_048123.1, Viruses 
2733904,NC_019520.1, Viruses 
2733905,NC_047834.1, Viruses 
2733916,NC_027330.1, Viruses 
2733918,NC_047888.1, Viruses 
2733920,NC_048026.1, Viruses 
2733922,NC_022917.1, Viruses 
2733923,NC_047768.1, Viruses 
2733924,NC_020867.1, Viruses 
2733925,NC_048148.1, Viruses 
2733926,NC_048055.1, Viruses 
2733927,NC_023736.1, Viruses 
2733928,NC_025455.1, Viruses 
2733930,NC_020878.1, Viruses 
2733931,NC_025461.1, Viruses 
2733932,NC_047860.1, Viruses 
2733936,NC_012662.1, Viruses 
2733939,NC_047738.1, Viruses 
2733941,NC_025431.1, Viruses 
2733944,NC_020483.1, Viruses 
2733946,NC_029092.1, Viruses 
2733947,NC_028702.1, Viruses 
2733949,NC_025464.1, Viruses 
2733953,NC_048171.1, Viruses 
2733954,NC_048029.1, Viruses 
2733955,NC_020865.1, Viruses 
2733956,NC_047751.1, Viruses 
2733958,NC_047982.1, Viruses 
2733960,NC_020482.1, Viruses 
2733963,NC_016659.1, Viruses 
2733965,NC_047741.1, Viruses 
2733967,NC_016656.1, Viruses 
2733970,NC_047831.1, Viruses 
2733971,NC_010106.1, Viruses 
2733973,NC_047978.1, Viruses 
2733974,NC_019504.1, Viruses 
2733975,NC_025459.1, Viruses 
2733976,NC_023865.1, Viruses 
2733978,NC_023594.2, Viruses 
2733994,NC_047887.1, Viruses 
2733996,NC_048041.1, Viruses 
2733998,NC_047949.1, Viruses 
2734,NC_006177.1, Bacteria 
2734000,NC_048208.1, Viruses 
2734002,NC_047893.1, Viruses 
2734004,NC_047848.1, Viruses 
2734005,NC_023743.1, Viruses 
2734007,NC_047847.1, Viruses 
2734018,NC_047938.1, Viruses 
2734020,NC_047960.1, Viruses 
2734029,NC_047820.1, Viruses 
2734030,NC_048137.1, Viruses 
2734031,NC_031050.1, Viruses 
2734046,NC_047945.1, Viruses 
2734048,NC_047924.1, Viruses 
2734053,NC_047767.1, Viruses 
2734056,NC_048066.1, Viruses 
2734057,NC_047790.1, Viruses 
2734061,NC_019932.1, Viruses 
2734062,NC_047818.1, Viruses 
2734063,NC_019488.1, Viruses 
2734065,NC_015273.1, Viruses 
2734067,NC_015265.1, Viruses 
2734068,NC_021343.1, Viruses 
2734069,NC_030940.1, Viruses 
2734070,NC_047775.1, Viruses 
2734071,NC_047817.1, Viruses 
2734072,NC_028701.2, Viruses 
2734073,NC_047854.1, Viruses 
2734074,NC_023588.1, Viruses 
2734076,NC_027368.1, Viruses 
2734077,NC_026014.1, Viruses 
2734078,NC_023584.1, Viruses 
2734079,NC_015281.1, Viruses 
2734081,NC_047995.1, Viruses 
2734082,NC_027990.1, Viruses 
2734083,NC_020837.1, Viruses 
2734084,NC_048106.1, Viruses 
2734085,NC_026927.1, Viruses 
2734088,NC_019516.2, Viruses 
2734089,NC_022096.1, Viruses 
2734093,NC_048187.1, Viruses 
2734095,NC_047838.1, Viruses 
2734096,NC_047909.1, Viruses 
2734097,NC_015285.1, Viruses 
2734101,NC_047962.1, Viruses 
2734102,NC_031906.1, Viruses 
2734103,NC_031935.1, Viruses 
2734105,NC_047910.1, Viruses 
2734108,NC_015280.1, Viruses 
2734109,NC_048170.1, Viruses 
2734110,NC_047983.1, Viruses 
2734111,NC_031922.1, Viruses 
2734112,NC_047911.1, Viruses 
2734114,NC_021072.1, Viruses 
2734115,NC_028663.1, Viruses 
2734116,NC_020851.1, Viruses 
2734117,NC_048179.1, Viruses 
2734118,NC_031927.1, Viruses 
2734119,NC_047913.1, Viruses 
2734120,NC_019444.1, Viruses 
2734121,NC_020486.1, Viruses 
2734124,NC_027130.1, Viruses 
2734125,NC_020859.1, Viruses 
2734126,NC_006820.1, Viruses 
2734127,NC_015290.1, Viruses 
2734129,NC_047861.1, Viruses 
2734131,NC_020079.1, Viruses 
2734134,NC_015286.1, Viruses 
2734135,NC_047839.1, Viruses 
2734136,NC_031250.1, Viruses 
2734140,NC_006883.2, Viruses 
2734142,NC_048053.1, Viruses 
2734143,NC_047880.1, Viruses 
2734144,NC_019519.1, Viruses 
2734145,NC_048049.1, Viruses 
2734146,NC_047914.1, Viruses 
2734147,NC_021536.1, Viruses 
2734148,NC_015283.1, Viruses 
2734149,NC_015282.1, Viruses 
2734150,NC_047915.1, Viruses 
2734151,NC_015288.1, Viruses 
2734153,NC_031010.1, Viruses 
2734154,NC_025441.1, Viruses 
2734158,NC_047815.1, Viruses 
2734159,NC_048067.1, Viruses 
2734160,NC_047958.1, Viruses 
2734186,NC_048121.1, Viruses 
2734187,NC_048003.1, Viruses 
2734188,NC_048112.1, Viruses 
2734190,NC_047862.1, Viruses 
2734191,NC_048193.1, Viruses 
2734192,NC_048047.1, Viruses 
2734194,NC_019406.1, Viruses 
2734199,NC_047891.1, Viruses 
2734202,NC_048039.1, Viruses 
2734203,NC_048040.1, Viruses 
2734204,NC_047739.1, Viruses 
2734207,NC_047760.1, Viruses 
2734208,NC_026609.1, Viruses 
2734211,NC_047764.1, Viruses 
2734213,NC_047904.1, Viruses 
2734214,NC_048098.1, Viruses 
2734215,NC_047972.1, Viruses 
2734216,NC_048018.1, Viruses 
2734217,NC_048090.1, Viruses 
2734218,NC_047905.1, Viruses 
2734220,NC_047792.1, Viruses 
2734222,NC_048091.1, Viruses 
2734227,NC_048099.1, Viruses 
2734229,NC_048021.1, Viruses 
2734230,NC_048017.1, Viruses 
2734231,NC_048197.1, Viruses 
2734233,NC_007051.1, Viruses 
2734235,NC_018088.1, Viruses 
2734236,NC_048068.1, Viruses 
2734237,NC_048176.1, Viruses 
2734238,NC_048101.1, Viruses 
2734239,NC_048139.1, Viruses 
2734240,NC_047974.1, Viruses 
2734241,NC_048070.1, Viruses 
2734242,NC_047986.1, Viruses 
2734243,NC_048166.1, Viruses 
2734244,NC_048022.1, Viruses 
2734245,NC_048115.1, Viruses 
2734246,NC_047851.1, Viruses 
2734247,NC_031267.1, Viruses 
2734248,NC_047912.1, Viruses 
2734249,NC_048140.1, Viruses 
2734250,NC_048093.1, Viruses 
2734251,NC_047902.1, Viruses 
2734252,NC_047987.1, Viruses 
2734254,NC_047988.1, Viruses 
2734259,NC_047742.1, Viruses 
2734261,NC_048038.1, Viruses 
2734262,NC_047916.1, Viruses 
2734265,NC_001902.1, Viruses 
2734267,NC_047795.1, Viruses 
2734268,NC_047977.1, Viruses 
2734269,NC_048027.1, Viruses 
2734271,NC_047906.1, Viruses 
2734272,NC_048019.1, Viruses 
2734273,NC_048069.1, Viruses 
2734274,NC_047756.1, Viruses 
2734275,NC_047786.1, Viruses 
2734276,NC_031255.2, Viruses 
2734277,NC_048144.1, Viruses 
2734278,NC_047757.1, Viruses 
2734279,NC_048152.1, Viruses 
2734280,NC_047973.1, Viruses 
2734283,NC_031001.1, Viruses 
